app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
uploadmachine,"general-internet","file-sharing","browser-based",1,no,no,no,yes,no,no,no,no,no,
uploadmirrors,"general-internet","file-sharing","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80"
upnp,networking,infrastructure,"peer-to-peer",2,no,no,no,no,yes,yes,no,no,no,"tcp/2869|udp/1900"
usejump,"general-internet","internet-utility","browser-based",4,yes,no,no,no,yes,yes,yes,no,no,"tcp/443,80"
usermin,"business-systems",management,"browser-based",4,no,no,yes,yes,yes,no,no,no,no,"tcp/80,443"
userplane,collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80,443"
ustream,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443,1935"
uti,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
uucp,"business-systems","storage-backup","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/540|udp/540"
uusee,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
vagaa,"general-internet","file-sharing","peer-to-peer",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/1000-4500|udp/2000-2200"
vagrant,"business-systems","software-development","client-server",2,no,no,no,no,yes,no,yes,no,yes,"tcp/80,443"
vakaka,media,"photo-video","peer-to-peer",3,yes,yes,no,no,yes,no,yes,no,no,"tcp/80"
"vbulletin-posting",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
veeam,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/2500-5000"
veetle,media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/80,40084,50844"
ventrilo,collaboration,"voip-video","peer-to-peer",1,no,yes,no,no,no,no,no,yes,no,"tcp/3784|udp/43784"
veohtv,media,"photo-video","browser-based",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80|tcp/443"
"verizon-network-extender",networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,no,no,"udp/52428"
"verizon-wsync",collaboration,email,"client-server",2,yes,no,no,yes,no,no,no,no,no,"tcp/3102,80"
vevo,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443"
via3,collaboration,"internet-conferencing","client-server",2,no,yes,no,yes,no,no,no,no,yes,"tcp/80,443,5061,5004|udp/5004"
viadeo,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"viber-base",collaboration,"voip-video","client-server",1,no,no,no,no,no,no,no,no,yes,"tcp/dynamic|udp/dynamic"
"viber-voice",collaboration,"voip-video","client-server",1,yes,no,no,no,no,no,no,no,yes,"tcp/443|udp/dynamic"
viddy,media,"photo-video","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80,443"
vidsoft,collaboration,"voip-video","client-server",2,no,no,no,yes,no,yes,no,no,no,"tcp/443,80,51222,1853|udp/1853,51222"
vidyo,collaboration,"internet-conferencing","client-server",1,no,yes,no,no,no,no,no,yes,yes,"tcp/dynamic|udp/dynamic"
"vimeo-base",media,"photo-video","browser-based",5,yes,yes,yes,yes,yes,yes,no,yes,no,"tcp/80,443,8080"
"vimeo-uploading",media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443,8080"
"vine-base",collaboration,"social-networking","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"vine-posting",collaboration,"social-networking","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443"
vines,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"vipnet-vpn",networking,"encrypted-tunnel","client-server",2,no,yes,no,yes,no,yes,no,no,no,"udp/55777"
"virustotal-base","general-internet","internet-utility","browser-based",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443"
"virustotal-api-uploading","general-internet","internet-utility","client-server",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
"virustotal-web-uploading","general-internet","internet-utility","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
visa,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"vkontakte-base",collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"vkontakte-chat",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"vkontakte-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,443"
vmtp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
vmware,"business-systems",management,"client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/902,80|udp/902"
"vmware-view",networking,"remote-access","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,443,3389,4001,32111,18443,9427,8009"
"vmware-vmotion",networking,infrastructure,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/8000"
"vmware-vsphere-web-client","business-systems",management,"browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/9443"
"vnc-base",networking,"remote-access","client-server",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/5500|tcp/5900,5901"
"vnc-chat",collaboration,"instant-messaging","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/5800,5900"
"vnc-clipboard",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/5900,5901"
"vnc-encrypted",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/5900,5901"
"vnc-filetransfer",networking,"remote-access","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/5900,5901"
"vnc-http",networking,"remote-access","browser-based",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/5800"
"vnc-print",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/5900,5901"
vnn,networking,"encrypted-tunnel","peer-to-peer",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/dynamic|udp/dynamic"
voddler,media,"photo-video","peer-to-peer",1,no,yes,no,no,no,no,no,no,no,"tcp/dynamic"
vpnmaster,networking,"encrypted-tunnel","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,61198|udp/61194,61198"
vqp,networking,"ip-protocol","client-server",1,no,no,no,no,no,no,no,no,no,"udp/1589"
vrrp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
vsee,collaboration,"voip-video","network-protocol",4,yes,yes,no,yes,no,yes,yes,no,no,"tcp/80|udp/dynamic"
vtun,networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,no,yes,yes,no,no,"tcp/5000|udp/5000"
vtunnel,networking,proxy,"browser-based",4,yes,no,no,yes,no,yes,yes,no,no,"tcp/443|tcp/80"
vudu,media,"photo-video","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,443,13200-13299"
vxlan,networking,infrastructure,"network-protocol",1,no,no,no,no,no,yes,no,no,no,"udp/4789"
vyew,collaboration,"internet-conferencing","browser-based",4,yes,no,no,yes,no,yes,yes,no,yes,"tcp/80,443"
vzochat,collaboration,"internet-conferencing","client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/dynamic|udp/dynamic"
"wallcooler-vpn",networking,"encrypted-tunnel","client-server",3,yes,no,no,yes,no,yes,no,no,no,"tcp/443"
"war-rock",media,gaming,"client-server",3,no,yes,yes,no,yes,no,no,yes,no,"tcp/5340,5330|udp/5350"
war2glory,media,gaming,"browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443,2122"
warcraft,media,gaming,"client-server",2,no,yes,yes,no,no,no,no,yes,no,"tcp/dynamic"
"warez-p2p","general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/32285,6000,6346-6351|udp/6346-6351"
"watch-abc",media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
watchdox,"general-internet","file-sharing","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/443,80"
waze,"general-internet","internet-utility","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/80,443"
"wb-expak",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"wb-mon",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
wccp,networking,"ip-protocol","network-protocol",3,no,no,no,yes,yes,yes,no,no,no,"udp/2048"
"we-dancing-online",media,gaming,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/1135,1089"
"weather-desktop","general-internet","internet-utility","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"web-browsing","general-internet","internet-utility","browser-based",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/80"
"web-crawler","general-internet","internet-utility","browser-based",4,no,no,yes,yes,yes,yes,no,no,no,"tcp/443|tcp/80|tcp/8080"
"web-de-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,443"
webaim,collaboration,"instant-messaging","browser-based",4,yes,no,yes,no,yes,no,no,yes,no,"tcp/80"
webalo,"business-systems","software-development","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/4812|tcp/80,443"
webconnect,"business-systems","general-business","client-server",3,yes,yes,no,no,yes,no,no,no,no,"tcp/80"
webdav,"general-internet","file-sharing","browser-based",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/443|tcp/80"
"webex-base",collaboration,"internet-conferencing","client-server",3,yes,no,no,yes,no,yes,no,yes,yes,"tcp/443,80,1270|udp/8070,8090,9000"
"webex-chat",collaboration,"instant-messaging","client-server",2,yes,no,no,no,no,no,no,yes,no,"tcp/443"
"webex-connect",collaboration,"instant-messaging","client-server",1,no,yes,no,no,no,no,no,yes,yes,"tcp/443|tcp/80"
"webex-desktop-sharing",collaboration,"internet-conferencing","client-server",3,yes,yes,no,no,no,yes,yes,yes,yes,"tcp/443"
"webex-file-sharing","general-internet","file-sharing","client-server",3,yes,yes,no,yes,no,no,no,yes,yes,"tcp/443"
"webex-weboffice","business-systems","office-programs","browser-based",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/443,80"
"webex-whiteboard",collaboration,"internet-conferencing","client-server",2,yes,no,no,no,no,no,no,yes,no,"tcp/443"
webhard,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/80"
webot,networking,"remote-access","client-server",4,yes,yes,yes,yes,no,no,yes,no,no,"tcp/dynamic"
webqq,collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
webrdp,networking,"remote-access","client-server",3,no,no,yes,no,yes,no,no,no,no,"tcp/3389"
websense,"business-systems","software-update","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/15868,15871,55880"
webshots,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
websocket,"general-internet","internet-utility","browser-based",3,no,no,no,yes,yes,yes,no,no,no,"tcp/80,443,8080"
"wechat-base",collaboration,"instant-messaging","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,8080,443,5000,12121|udp/dynamic"
"wechat-file-transfer","general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,8080,443"
"wechat-video",collaboration,"voip-video","peer-to-peer",1,no,yes,no,no,no,no,no,no,no,"udp/dynamic"
"weiyun-base","general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,no,yes,"tcp/dynamic"
"weiyun-file-transfer","general-internet","file-sharing","client-server",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,8080"
wesp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"wetpaint-editing",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
wetransfer,"general-internet","file-sharing","browser-based",3,yes,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"whatsapp-base",collaboration,"instant-messaging","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443|tcp/5222,5223"
"whatsapp-file-transfer","general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/443"
"whatsapp-voice",collaboration,"voip-video","client-server",1,no,no,no,no,no,no,no,no,no,"udp/dynamic"
whisper,collaboration,"social-networking","browser-based",1,no,no,no,yes,no,no,no,no,no,"tcp/80,443"
whois,"general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/43"
wickr,collaboration,"social-networking","client-server",5,yes,no,no,yes,yes,yes,yes,yes,no,"tcp/443"
wiiconnect24,media,gaming,"client-server",2,yes,no,no,no,no,yes,no,yes,no,"tcp/80"
"wikidot-editing",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80"
"wikispaces-editing",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80"
wildmetrix,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/8891"
winamax,media,gaming,"client-server",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"winamp-remote",media,"audio-streaming","browser-based",1,no,yes,no,no,no,no,yes,no,no,"tcp/85,86,80,443"
winbox,"general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/dynamic"
"windows-azure-base","business-systems","general-business","browser-based",1,no,no,no,no,no,no,no,yes,yes,"tcp/80,443,8443"
"windows-azure-service-updates","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/9352"
"windows-azure-uploading","business-systems","general-business","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/443"
lifecam,collaboration,"voip-video","client-server",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80"
"windows-push-notifications","general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/443"
"windows-remote-management",networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/5985,5986"
wink,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80"
winmx,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/6346-6351,6881-6999,4661,4662,4671|udp/6346-6351,4665,4672"
winny,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,no,no,yes,yes,no,"tcp/dynamic"
wins,networking,infrastructure,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/42"
wiredrive,"general-internet","file-sharing","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/443"
wixi,"general-internet","file-sharing","browser-based",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80"
wlccp,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/2887|udp/2887"
wolfenstein,media,gaming,"client-server",3,no,yes,yes,no,yes,no,no,yes,no,"tcp/80|udp/27960"
woofiles,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,no,no,no,"tcp/80"
woome,collaboration,"social-networking","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/1935|tcp/80"
wordfast,"business-systems","office-programs","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/dynamic"
workday,"business-systems","general-business","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/443"
worldofwarcraft,media,gaming,"client-server",3,no,yes,yes,no,yes,no,no,yes,no,"tcp/80,443,3724,6112,6881-6999"
writeboard,"business-systems","office-programs","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
wsn,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
wuala,"general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/dynamic|udp/dynamic"
"x-font-server",networking,"remote-access","network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/7100"
"x.400",collaboration,email,"client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/102"
"x1-mobile","business-systems","office-programs","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/80,443"
x11,networking,"remote-access","client-server",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/6000-6063"
"xbox-live",media,gaming,"client-server",3,no,yes,no,no,yes,yes,no,yes,no,"tcp/80,443,3074|udp/88,3074"
xdmcp,networking,"remote-access","client-server",3,no,no,no,no,yes,yes,yes,yes,no,"tcp/177|udp/177"
xdrive,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/80,443"
xero,"business-systems","general-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
xfire,collaboration,"instant-messaging","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/25999"
xing,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/443|tcp/80"
"xm-radio",media,"audio-streaming","browser-based",2,yes,yes,no,no,no,no,no,no,no,"tcp/dynamic"
xnet,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"xns-idp",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
xobni,collaboration,"social-networking","client-server",2,yes,no,no,no,yes,no,no,no,no,"tcp/80"
xtp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
xunlei,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
"xunlei-kankan",media,"photo-video","peer-to-peer",2,no,yes,no,yes,no,no,no,yes,no,"tcp/80,8080|udp/dynamic"
"xware-xtrm","business-systems","general-business","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/3423"
"yahoo-blog-posting",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"yahoo-box","general-internet","file-sharing","client-server",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
"yahoo-calendar","business-systems","office-programs","browser-based",1,no,no,no,no,no,no,no,no,yes,"tcp/80,443"
"yahoo-douga",media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80,554"
"yahoo-file-transfer","general-internet","file-sharing","peer-to-peer",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"yahoo-finance-posting",collaboration,"web-posting","browser-based",1,no,no,no,no,no,no,yes,yes,no,"tcp/80"
"yahoo-im-base",collaboration,"instant-messaging","client-server",4,yes,no,yes,no,yes,no,no,yes,no,"tcp/443,80,5050,5101"
"yahoo-mail",collaboration,email,"browser-based",3,no,no,yes,yes,no,no,no,yes,yes,"tcp/443,143,80,993"
"yahoo-notepad","general-internet","internet-utility","browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
"yahoo-toolbar","general-internet","internet-utility","client-server",2,yes,no,no,no,no,no,no,yes,no,"tcp/80,443"
"yahoo-voice",collaboration,"voip-video","peer-to-peer",4,yes,no,yes,no,yes,no,no,yes,no,"tcp/5001"
"yahoo-web-analytics","general-internet","internet-utility","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80,443"
"yahoo-webcam",collaboration,"voip-video","peer-to-peer",2,no,yes,no,no,yes,no,no,yes,no,"tcp/5100"
"yahoo-webmessenger",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
yammer,collaboration,"social-networking","client-server",3,yes,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"yandex-disk","general-internet","file-sharing","client-server",3,yes,no,no,yes,no,no,no,yes,yes,"tcp/80,443"
"yandex-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80"
yantra,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
"yik-yak",collaboration,"social-networking","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443"
yoics,networking,"remote-access","client-server",4,yes,no,no,yes,no,yes,yes,no,no,"tcp/80|udp/dynamic"
yoomba,collaboration,"voip-video","peer-to-peer",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/443,80|udp/dynamic"
yoono,collaboration,"instant-messaging","client-server",3,yes,no,no,no,yes,yes,no,yes,no,"tcp/80"
"yosemite-backup","business-systems","storage-backup","client-server",3,no,yes,no,yes,yes,no,no,no,no,"tcp/3817"
"youku-base",media,"photo-video","browser-based",5,yes,yes,yes,yes,yes,yes,yes,yes,no,"tcp/80"
